store_id,sku_id,date,price,baseline_median,baseline_mad,delta,zscore_mad,pct_change,anomaly_rule,precip_mm_24h,exposed
3,P00725,2025-08-21,7.3,,,,,,False,60.0,True
3,P00668,2025-08-21,5.03,5.03,0.01,0.0,0.0,0.0,False,60.0,True
3,P00664,2025-08-21,7.03,7.03,0.01,0.0,0.0,0.0,False,60.0,True
3,P00656,2025-08-21,13.03,13.03,0.01,0.0,0.0,0.0,False,60.0,True
3,P00625,2025-08-21,6.63,6.63,0.01,0.0,0.0,0.0,False,60.0,True
3,P00624,2025-08-21,2.82,,,,,,False,60.0,True
3,P00621,2025-08-21,3.26,3.26,0.01,0.0,0.0,0.0,False,60.0,True
3,P00598,2025-08-21,13.38,13.38,0.01,0.0,0.0,0.0,False,60.0,True
3,P00592,2025-08-21,4.2,4.2,0.01,0.0,0.0,0.0,False,60.0,True
3,P00571,2025-08-21,2.75,2.75,0.01,0.0,0.0,0.0,False,60.0,True
3,P00563,2025-08-21,9.29,9.29,0.01,0.0,0.0,0.0,False,60.0,True
3,P00555,2025-08-21,7.63,7.63,0.01,0.0,0.0,0.0,False,60.0,True
3,P00734,2025-08-21,8.33,8.33,0.01,0.0,0.0,0.0,False,60.0,True
3,P00741,2025-08-21,13.22,13.22,0.01,0.0,0.0,0.0,False,60.0,True
3,P00864,2025-08-21,4.0,4.0,0.01,0.0,0.0,0.0,False,60.0,True
3,P00841,2025-08-21,2.85,2.85,0.01,0.0,0.0,0.0,False,60.0,True
3,P00832,2025-08-21,5.1,5.1,0.01,0.0,0.0,0.0,False,60.0,True
3,P00813,2025-08-21,5.11,5.11,0.01,0.0,0.0,0.0,False,60.0,True
3,P00805,2025-08-21,16.14,16.14,0.01,0.0,0.0,0.0,False,60.0,True
3,P00784,2025-08-21,5.77,5.77,0.01,0.0,0.0,0.0,False,60.0,True
3,P00755,2025-08-21,3.01,3.01,0.01,0.0,0.0,0.0,False,60.0,True
3,P00747,2025-08-21,11.49,11.49,0.01,0.0,0.0,0.0,False,60.0,True
3,P00746,2025-08-21,9.75,9.75,0.01,0.0,0.0,0.0,False,60.0,True
3,P00800,2025-08-21,3.67,3.67,0.01,0.0,0.0,0.0,False,60.0,True
3,P00273,2025-08-21,5.88,5.88,0.01,0.0,0.0,0.0,False,60.0,True
3,P00253,2025-08-21,7.82,7.82,0.01,0.0,0.0,0.0,False,60.0,True
3,P00236,2025-08-21,4.91,4.91,0.01,0.0,0.0,0.0,False,60.0,True
3,P00231,2025-08-21,2.52,2.52,0.01,0.0,0.0,0.0,False,60.0,True
3,P00224,2025-08-21,3.68,3.68,0.01,0.0,0.0,0.0,False,60.0,True
3,P00211,2025-08-21,7.96,7.96,0.01,0.0,0.0,0.0,False,60.0,True
3,P00167,2025-08-21,3.56,3.56,0.01,0.0,0.0,0.0,False,60.0,True
3,P00152,2025-08-21,3.77,3.77,0.01,0.0,0.0,0.0,False,60.0,True
3,P00150,2025-08-21,2.97,2.97,0.01,0.0,0.0,0.0,False,60.0,True
3,P00144,2025-08-21,8.38,8.38,0.01,0.0,0.0,0.0,False,60.0,True
3,P00296,2025-08-21,5.64,5.64,0.01,0.0,0.0,0.0,False,60.0,True
3,P00491,2025-08-21,2.56,,,,,,False,60.0,True
3,P00484,2025-08-21,12.72,12.72,0.01,0.0,0.0,0.0,False,60.0,True
3,P00460,2025-08-21,15.61,15.61,0.01,0.0,0.0,0.0,False,60.0,True
3,P00447,2025-08-21,14.32,14.32,0.01,0.0,0.0,0.0,False,60.0,True
3,P00446,2025-08-21,14.01,14.01,0.01,0.0,0.0,0.0,False,60.0,True
3,P00426,2025-08-21,2.35,2.35,0.01,0.0,0.0,0.0,False,60.0,True
3,P00425,2025-08-21,3.68,3.68,0.01,0.0,0.0,0.0,False,60.0,True
3,P00501,2025-08-21,3.86,3.86,0.01,0.0,0.0,0.0,False,60.0,True
3,P00409,2025-08-21,10.53,10.53,0.01,0.0,0.0,0.0,False,60.0,True
3,P00403,2025-08-21,7.31,7.31,0.01,0.0,0.0,0.0,False,60.0,True
3,P00399,2025-08-21,3.51,3.51,0.01,0.0,0.0,0.0,False,60.0,True
3,P00374,2025-08-21,2.53,2.53,0.01,0.0,0.0,0.0,False,60.0,True
3,P00297,2025-08-21,5.64,5.64,0.01,0.0,0.0,0.0,False,60.0,True
3,P00903,2025-08-21,3.37,3.37,0.01,0.0,0.0,0.0,False,60.0,True
3,P01424,2025-08-21,4.34,,,,,,False,60.0,True
3,P01418,2025-08-21,7.72,7.72,0.01,0.0,0.0,0.0,False,60.0,True
3,P01355,2025-08-21,3.78,,,,,,False,60.0,True
3,P01346,2025-08-21,2.61,2.61,0.01,0.0,0.0,0.0,False,60.0,True
3,P01333,2025-08-21,3.99,3.99,0.01,0.0,0.0,0.0,False,60.0,True
3,P01309,2025-08-21,10.9,10.9,0.01,0.0,0.0,0.0,False,60.0,True
3,P01294,2025-08-21,2.54,3.05,0.01,-0.5099999999999998,-34.399028733306345,-0.16721311475409828,True,60.0,True
3,P01279,2025-08-21,3.13,3.13,0.01,0.0,0.0,0.0,False,60.0,True
3,P01278,2025-08-21,10.07,10.07,0.01,0.0,0.0,0.0,False,60.0,True
3,P01432,2025-08-21,1.98,1.98,0.01,0.0,0.0,0.0,False,60.0,True
3,P01450,2025-08-21,6.13,6.13,0.01,0.0,0.0,0.0,False,60.0,True
4,P00122,2025-08-21,3.12,3.12,0.01,0.0,0.0,0.0,False,60.0,True
4,P00110,2025-08-21,5.65,5.65,0.01,0.0,0.0,0.0,False,60.0,True
4,P00108,2025-08-21,5.03,5.03,0.01,0.0,0.0,0.0,False,60.0,True
4,P00099,2025-08-21,5.09,5.09,0.01,0.0,0.0,0.0,False,60.0,True
4,P00087,2025-08-21,2.34,2.34,0.01,0.0,0.0,0.0,False,60.0,True
4,P00065,2025-08-21,8.53,8.53,0.01,0.0,0.0,0.0,False,60.0,True
4,P00040,2025-08-21,3.82,3.82,0.01,0.0,0.0,0.0,False,60.0,True
3,P01275,2025-08-21,2.8,2.8,0.01,0.0,0.0,0.0,False,60.0,True
4,P00017,2025-08-21,6.88,6.88,0.01,0.0,0.0,0.0,False,60.0,True
4,P00013,2025-08-21,8.66,8.66,0.01,0.0,0.0,0.0,False,60.0,True
4,P00001,2025-08-21,2.83,2.83,0.01,0.0,0.0,0.0,False,60.0,True
3,P01496,2025-08-21,2.55,2.55,0.01,0.0,0.0,0.0,False,60.0,True
4,P00027,2025-08-21,6.8,6.8,0.01,0.0,0.0,0.0,False,60.0,True
3,P01262,2025-08-21,5.73,5.73,0.01,0.0,0.0,0.0,False,60.0,True
3,P01041,2025-08-21,2.42,2.42,0.01,0.0,0.0,0.0,False,60.0,True
3,P01037,2025-08-21,13.47,13.47,0.01,0.0,0.0,0.0,False,60.0,True
3,P01018,2025-08-21,2.94,2.94,0.01,0.0,0.0,0.0,False,60.0,True
3,P00966,2025-08-21,2.34,2.34,0.01,0.0,0.0,0.0,False,60.0,True
3,P00959,2025-08-21,16.27,16.27,0.01,0.0,0.0,0.0,False,60.0,True
3,P00938,2025-08-21,8.14,8.14,0.01,0.0,0.0,0.0,False,60.0,True
3,P00933,2025-08-21,4.58,4.58,0.01,0.0,0.0,0.0,False,60.0,True
3,P00932,2025-08-21,4.58,4.58,0.01,0.0,0.0,0.0,False,60.0,True
3,P00929,2025-08-21,4.11,4.11,0.01,0.0,0.0,0.0,False,60.0,True
3,P00924,2025-08-21,4.06,4.06,0.01,0.0,0.0,0.0,False,60.0,True
3,P00921,2025-08-21,2.58,,,,,,False,60.0,True
3,P01065,2025-08-21,3.05,3.05,0.01,0.0,0.0,0.0,False,60.0,True
3,P01239,2025-08-21,5.6,5.6,0.01,0.0,0.0,0.0,False,60.0,True
3,P01199,2025-08-21,3.31,3.31,0.01,0.0,0.0,0.0,False,60.0,True
3,P01171,2025-08-21,3.31,3.31,0.01,0.0,0.0,0.0,False,60.0,True
3,P01165,2025-08-21,7.37,7.37,0.01,0.0,0.0,0.0,False,60.0,True
3,P01151,2025-08-21,1.65,1.65,0.01,0.0,0.0,0.0,False,60.0,True
3,P01144,2025-08-21,2.89,2.89,0.01,0.0,0.0,0.0,False,60.0,True
3,P01137,2025-08-21,2.87,2.87,0.01,0.0,0.0,0.0,False,60.0,True
3,P01136,2025-08-21,4.98,4.98,0.01,0.0,0.0,0.0,False,60.0,True
3,P01117,2025-08-21,3.33,3.33,0.01,0.0,0.0,0.0,False,60.0,True
3,P01113,2025-08-21,4.56,4.56,0.01,0.0,0.0,0.0,False,60.0,True
3,P01112,2025-08-21,4.23,4.23,0.01,0.0,0.0,0.0,False,60.0,True
3,P01103,2025-08-21,3.24,3.24,0.01,0.0,0.0,0.0,False,60.0,True
3,P01080,2025-08-21,2.28,2.28,0.01,0.0,0.0,0.0,False,60.0,True
3,P01146,2025-08-21,7.62,7.62,0.01,0.0,0.0,0.0,False,60.0,True
3,P00138,2025-08-21,3.94,3.94,0.01,0.0,0.0,0.0,False,60.0,True
